"","tweet.datetime","text","user.description","total.favorites","total.followers","total.friends","user.location","user.name","screen.name","total.statuses","tweet.mentions","retweet.mentions","url","retweet.url","total.retweets"
"11","Sat Oct 16 01:15:19 +0000 2021","win woffordwsoc uncg friday night mark win terrier spartan","",293,973,137,"Spartanburg, SC","Wofford WSoccer","WoffordWSoc",999,"WoffordWSoc",NA,NA,NA,1
"12","Sat Oct 16 01:12:09 +0000 2021","timeout spartan uncg citadel allin letsgog","Welcome to the official Twitter page of the UNCG Volleyball team. https://t.co/LzMelgKE7o",1020,2461,392,"Greensboro, NC","UNCG Volleyball","UNCGVB",3428,NA,NA,NA,NA,0
"13","Sat Oct 16 01:11:43 +0000 2021","seek academ tutor assist handl onlin class hire afford rate whatsapptextâ€¦","DM FOR HOMEWORK/ASSIGNMENTS/ESSAYS/DISSERTATIONS/RESEARCH Paypal/CashApp ACCEPTED. EMAIL;essaykyla.centre@gmail.com WhatsApp +1(424)377-0855",16266,1486,606,"Florida, USA","KYLA ESSAY & ONLINE CLASSES CENTRE.#ESSAYPAY#ESSAY","kyla_essayhelp",18662,NA,NA,"https://twitter.com/i/web/status/1449181227655835650",NA,0
"14","Sat Oct 16 01:10:29 +0000 2021","citadelvb cit uncg middleton kill","",8614,40,112,"","threeline","tmiddleton50",2232,"CitadelVB","CitadelVB",NA,"http://CitadelSports.com",2
"15","Sat Oct 16 01:06:26 +0000 2021","lock tonight colleg student uncg ncat ncat wssu","Customer Service is our Product",15,82,141,"Greensboro, NC","AML Moving and Cleaning","AmlVenture",418,NA,NA,NA,NA,0
"16","Sat Oct 16 01:04:46 +0000 2021","æ„ÿå¹¸ç¤¼ boxfresh","ç„¡è¨€ãƒ•ã‚©ãƒ­ãƒ¼å¤±ç¤¼ã—ã¾ã™ğŸ™‡â€â™‚ï¸å‹•ç‰©ã‚’æ„›ã™ã‚‹ï¼ãƒãƒ³ã‚¿ãƒ¼ã§ã™ï¼ç¬›ã€å¼“ã€ãƒ©ã‚¤ãƒˆã€ãƒ˜ãƒ“ã‚£ã§ã‚„ã‚‰ã›ã¦ã‚‚ã‚‰ã£ã¦ã¾ã™ã€‚é‡‘å† æ¢ã—ä¸­ï¼APEXä¼‘ã¿ã®ã¿ã‚¤ãƒ³ç‡é«˜ã‚ï¼ã‚·ãƒ¼ã‚ºãƒ³9.10ã§ãƒ€ã‚¤ãƒ¤å¸¯",7149,846,855,"ä¸æ˜","ã‚¢ã‚¤ãƒªã‚¹æ§˜ PS5 MHR","0ZFcgizfELYDetG",5967,NA,NA,"http://boxfresh.site/questions/el0mziwa-uncg-3j3f-6rro-7menjr2cq0f8",NA,0
"17","Sat Oct 16 01:03:03 +0000 2021","citadelvb cit uncg tie near end set","Assist. Softball coach @ South Central HS..VOLLEYBALL IS FAMILY,
Softball Anytime.....
Baseball ..Sometime and. That WFT....Washington Football Team 4ever!!",992,71,993,"NC ","Coach Ruffin","ruufinz",495,"CitadelVB","CitadelVB",NA,"http://CitadelSports.com",1
"18","Sat Oct 16 01:02:56 +0000 2021","citadelvb cit uncg kill delancey","Assist. Softball coach @ South Central HS..VOLLEYBALL IS FAMILY,
Softball Anytime.....
Baseball ..Sometime and. That WFT....Washington Football Team 4ever!!",992,71,993,"NC ","Coach Ruffin","ruufinz",495,"CitadelVB","CitadelVB",NA,"http://CitadelSports.com",1
"19","Sat Oct 16 01:02:42 +0000 2021","uncgwsocc final uncg wofford tough battl tonight forward fight harder sunday furman letsgogâ€¦","The official twitter account of UNCG Athletics. #letsgoG #BlackLivesMatter
Follow us on Instagram: @uncgspartans",5514,10898,103,"Greensboro, NC","UNCG Athletics","uncgspartans",32650,"UNCGWSoccer","UNCGWSoccer",NA,"http://www.uncgspartans.com",1
"20","Sat Oct 16 01:02:28 +0000 2021","final uncg wofford tough battl tonight forward fight harder sunday furmanâ€¦","Official Twitter of the UNC Greensboro Women's Soccer Team | #letsgoG | Instagram: uncgwsoccer",498,2139,132,"Greensboro, NC","UNCG Women's Soccer","UNCGWSoccer",2745,NA,NA,"https://twitter.com/i/web/status/1449178896428113921",NA,1
"21","Sat Oct 16 01:01:05 +0000 2021","southern confer belmont davidson vcu richmond georg mason gw uncg wofford etsu furman charleston winthropjam madison","A Davidson basketball account. Unaffiliated with @DavidsonCollege.",12158,528,326,"Davidson, North Carolina","The Belk Report","BelkReport",5723,NA,NA,NA,NA,0
"22","Sat Oct 16 00:56:19 +0000 2021","nicolelovie upcom taught chef retweet follow instagram quicklickskitchen ncat wssu uncg greensbâ€¦","#NCAT CIVIL ENGINEERING",2686,418,568,"Winston-Salem, NC","Austin Canty","finnallymadeit",195,"_nicoleloviee","_nicoleloviee",NA,NA,26
"23","Sat Oct 16 00:54:20 +0000 2021","cit uncg tie near end set","Official Twitter of The Citadel Volleyball | #BattleReady",115,808,66,"Charleston, SC","Citadel Volleyball","CitadelVB",2371,NA,NA,NA,NA,1
"24","Sat Oct 16 00:45:51 +0000 2021","damiensordelett liberti play virginia tech sunday host uncg month","",3072,438,563,"","EDDIE VENZANT","midlandhoops32",5180,"DamienSordelett","DamienSordelett",NA,"https://www.newsadvance.com/sports/college/liberty_university/",1
"25","Sat Oct 16 00:44:03 +0000 2021","cit uncg kill delancey","Official Twitter of The Citadel Volleyball | #BattleReady",115,808,66,"Charleston, SC","Citadel Volleyball","CitadelVB",2371,NA,NA,NA,NA,1
"26","Sat Oct 16 00:38:06 +0000 2021","bestacadem dm academ write draft essay term paper essay assign essayplug economâ€¦","Consult us for academic help",4527,370,734,"Louisiana, USA","Brilliance Academics Center","Bestacademics",3532,"Bestacademics","Bestacademics",NA,NA,1
"27","Sat Oct 16 00:37:37 +0000 2021","bestacadem dm academ write draft essay term paper essay assign essayplug economâ€¦","Consult us for academic help",4527,370,734,"Louisiana, USA","Brilliance Academics Center","Bestacademics",3532,"Bestacademics","Bestacademics",NA,NA,1
"28","Sat Oct 16 00:35:02 +0000 2021","uncg studi scienc stay activ wghp fox greensboro","Your source for the latest news on Science.",0,3511,3797,"","Science report","Sciencereport36",42775,NA,NA,"http://dlvr.it/S9g9N6",NA,0
"29","Sat Oct 16 00:34:40 +0000 2021","supastarke ncat uncg gas mobil","Sc:Supastarkee Instagram: Supastarkee",18861,4303,4557,"Out The Way","SUPA â“¥","SupaStarKee",59958,"SupaStarKee","SupaStarKee",NA,"https://www.familygottaeat.com/",1
"30","Sat Oct 16 00:31:31 +0000 2021","citadelvb cit uncg de jesus bring kill night","Assist. Softball coach @ South Central HS..VOLLEYBALL IS FAMILY,
Softball Anytime.....
Baseball ..Sometime and. That WFT....Washington Football Team 4ever!!",992,71,993,"NC ","Coach Ruffin","ruufinz",495,"CitadelVB","CitadelVB",NA,"http://CitadelSports.com",1
"31","Sat Oct 16 00:31:29 +0000 2021","citadelvb cit uncg middleton kill","Assist. Softball coach @ South Central HS..VOLLEYBALL IS FAMILY,
Softball Anytime.....
Baseball ..Sometime and. That WFT....Washington Football Team 4ever!!",992,71,993,"NC ","Coach Ruffin","ruufinz",495,"CitadelVB","CitadelVB",NA,"http://CitadelSports.com",2
"32","Sat Oct 16 00:28:42 +0000 2021","tomorrow serv addit inform post instagram stori ğÿ’– wssu ncat uncgâ€¦","â€¢ licensed nail technician ğŸ’…ğŸ¾ | WSSU Alumna â¤ï¸ | IG: Thatchickirby â€¢ IG Nail PageğŸ‘‰ğŸ½ Klashednails.",6682,3783,2957,"","Miss Kenya âœ¨","ThatChicKirby",95613,NA,NA,"https://twitter.com/i/web/status/1449170400198410247",NA,2
"33","Sat Oct 16 00:23:32 +0000 2021","timeout spartan uncg citadel allin letsgog","Welcome to the official Twitter page of the UNCG Volleyball team. https://t.co/LzMelgKE7o",1020,2461,392,"Greensboro, NC","UNCG Volleyball","UNCGVB",3428,NA,NA,NA,NA,0
"34","Sat Oct 16 00:22:18 +0000 2021","dashdebonair nickzar solelink time ğÿ¥²","idk how Twitter works so plz be patient with me...",1404,44,145,"Clovis, CA","__Jonathan__â€¢_â€¢","Jonathan_UNCG",2277,"dashdebonair",NA,NA,NA,0
"35","Sat Oct 16 00:21:59 +0000 2021","cit uncg de jesus bring kill night","Official Twitter of The Citadel Volleyball | #BattleReady",115,808,66,"Charleston, SC","Citadel Volleyball","CitadelVB",2371,NA,NA,NA,NA,1
"36","Sat Oct 16 00:14:24 +0000 2021","cit uncg middleton kill","Official Twitter of The Citadel Volleyball | #BattleReady",115,808,66,"Charleston, SC","Citadel Volleyball","CitadelVB",2371,NA,NA,NA,NA,2
"37","Sat Oct 16 00:12:20 +0000 2021","browsbyamari microblad â¤ï¸book today uwg ncat pvamu tsu txsu uncg gsu famu aamu txst hu csu lmu myasu nâ€¦","CAUâ€™21 Aries sun, Capricorn moon, Cancer rising $Sonnaaaaa ğŸ’ @officiallyjaic #CloudyCrew",13885,2448,1473,"DC/ATL","âœ¨ğŸ‘¸ğŸ½","itsjomarie_",17934,"BrowsByAmarie","BrowsByAmarie",NA,"https://microbladingbyamarie.com",1
"38","Sat Oct 16 00:11:47 +0000 2021","poggerliber jimmysroom hopelesslysto let nazi dictat tran peopl express identâ€¦","Nobody special, 30. Still hasn't figured everything out yet. Anarcho-communist. he/him",1157,206,92,"","pumpactionmusket","pumpactionmusk1",18641,"PoggerLiberal",NA,"https://twitter.com/i/web/status/1449166144250781699",NA,0
"39","Sat Oct 16 00:09:15 +0000 2021","cit uncg ruffin kill set good start","Official Twitter of The Citadel Volleyball | #BattleReady",115,808,66,"Charleston, SC","Citadel Volleyball","CitadelVB",2371,NA,NA,NA,NA,0
"40","Sat Oct 16 00:05:20 +0000 2021","uncgmenssocc biggi thrank spartan excit saturday road test belmont ğÿ“° httpsâ€¦","Blessed child of God. Husband. Father. CoSIDA Past President. Lincoln Hall of Famer. WNBA lover! UNCG Associate AD. Member of Women Leaders & NABJ.",63891,4390,4922,"The map","Rob from Chester, Pa","knoxrob1",93741,"UNCGMensSoccer","UNCGMensSoccer","https://uncgspartans.com/news/2021/10/15/mens-soccer-its-a-biggie-16th-ranked-uncg-visits-belmont-in-socon-showdown.aspx","http://www.uncgspartans.com/sports/msoc/index",4
"41","Sat Oct 16 00:03:31 +0000 2021","citadelvb cit uncg delancey ğÿ¤œğÿ¼","Assist. Softball coach @ South Central HS..VOLLEYBALL IS FAMILY,
Softball Anytime.....
Baseball ..Sometime and. That WFT....Washington Football Team 4ever!!",992,71,993,"NC ","Coach Ruffin","ruufinz",495,"CitadelVB","CitadelVB",NA,"http://CitadelSports.com",1
"42","Sat Oct 16 00:03:21 +0000 2021","citadelvb cit uncg justic ace","Assist. Softball coach @ South Central HS..VOLLEYBALL IS FAMILY,
Softball Anytime.....
Baseball ..Sometime and. That WFT....Washington Football Team 4ever!!",992,71,993,"NC ","Coach Ruffin","ruufinz",495,"CitadelVB","CitadelVB",NA,"http://CitadelSports.com",1
"43","Sat Oct 16 00:02:25 +0000 2021","uncg take set stop battlereadi","Official Twitter of The Citadel Volleyball | #BattleReady",115,808,66,"Charleston, SC","Citadel Volleyball","CitadelVB",2371,NA,NA,NA,NA,0
"44","Sat Oct 16 00:00:23 +0000 2021","halftim uncg wofford shot spartan terrier corner spartan terrier letsgog","Official Twitter of the UNC Greensboro Women's Soccer Team | #letsgoG | Instagram: uncgwsoccer",498,2139,132,"Greensboro, NC","UNCG Women's Soccer","UNCGWSoccer",2745,NA,NA,NA,NA,0
"45","Fri Oct 15 23:59:54 +0000 2021","woffordwsoc end half woffordwsoc lead uncg goal rachel rasin","The Official Wofford College Athletics Twitter!",2440,14925,76,"Spartanburg, SC","Wofford Terriers","WoffordTerriers",25534,"WoffordWSoc","WoffordWSoc",NA,"http://athletics.wofford.edu/index.aspx?tab=soccer2&path=wsoc",1
"46","Fri Oct 15 23:59:04 +0000 2021","end half woffordwsoc lead uncg goal rachel rasin","",293,973,137,"Spartanburg, SC","Wofford WSoccer","WoffordWSoc",999,"WoffordWSoc",NA,NA,NA,1
"47","Fri Oct 15 23:48:04 +0000 2021","cit uncg ace ruffin brought ğÿ˜¬","Official Twitter of The Citadel Volleyball | #BattleReady",115,808,66,"Charleston, SC","Citadel Volleyball","CitadelVB",2371,NA,NA,NA,NA,0
"48","Fri Oct 15 23:42:56 +0000 2021","rememb found python ross kid didnâ€™ sneakersğÿ¥²","idk how Twitter works so plz be patient with me...",1404,44,145,"Clovis, CA","__Jonathan__â€¢_â€¢","Jonathan_UNCG",2277,NA,NA,"https://twitter.com/sneakerdave/status/1449138198416875521",NA,0
"49","Fri Oct 15 23:39:45 +0000 2021","dm academ write draft essay term paper essay assign essayplugâ€¦","Consult us for academic help",4527,370,734,"Louisiana, USA","Brilliance Academics Center","Bestacademics",3532,NA,NA,"https://twitter.com/i/web/status/1449158080638373888",NA,1
"50","Fri Oct 15 23:38:51 +0000 2021","doncheadl uncg art galleri learn make liter didnt work","Moving the South forward... and a little to the left. @WinstonSalemDSA @HJNWinstonSalem",4588,341,2516,"North Carolina, USA","Progress Down South","progdownsouth",2004,"Donch_Eadle",NA,NA,NA,0
"51","Fri Oct 15 23:35:04 +0000 2021","uncg bless ya boy week â¤ï¸","Patiently waiting for my chance at the next lifetime ğŸ”±ğŸƒ",46756,423,642,"","TezğŸƒ","Jatez_",27449,NA,NA,NA,NA,0
"52","Fri Oct 15 23:34:27 +0000 2021","kenn saleğÿš¨ğÿš¨ğÿš¨ğÿš¨back back âœ…âœ… dm ğÿ“²â€¼ï¸ladiesampg ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿš¨ğÿ’™ğÿš¨ğÿ’›ğÿš¨ğÿ’›ğÿ’™ğÿš¨ ncat ncat ncat ncat ncat ghoe uncg uncg uâ€¦","NCAT â€¢ Î–Î¦Î’ğŸ•Š â€¢ Civil Engineering Student â€¢ ğŸ³ï¸â€ğŸŒˆğŸ‡¹ğŸ‡¹",260167,6115,4156,"NY | DC","juhâ€¢nighâ¤ï¸","janainandi",58790,"Kenn_0724","Kenn_0724",NA,NA,3
"53","Fri Oct 15 23:34:00 +0000 2021","set spartan ğÿ˜˜ uncg citadel allin letsgog","Welcome to the official Twitter page of the UNCG Volleyball team. https://t.co/LzMelgKE7o",1020,2461,392,"Greensboro, NC","UNCG Volleyball","UNCGVB",3428,NA,NA,NA,NA,0
"54","Fri Oct 15 23:32:03 +0000 2021","jakehromada uncgvb back home tonight spartan citadel pm dig pink night hey gaâ€¦","Seasonal Producer @LearfieldAudio | @HPUVB + @UNCGVB PBP | HS FB @radiogameday | Past: @WarehamGatemen PBP | ğŸ“ @ohiou | Husband to @paige_genovesi | Joshua 1:9",75714,1222,998,"High Point, NC","Gabe Genovesi","gabegeno13",5072,"JakeHromada","JakeHromada",NA,"http://jakehromada.weebly.com",1
"55","Fri Oct 15 23:31:54 +0000 2021","gabegeno uncgvb warm ahead tonightâ€™ dig pink match citadelvb spartan tie atop soconsport theâ€¦","Studio Host @Learfield | 2x @ohiou grad",40140,1984,1385,"","Jake Hromada","JakeHromada",27799,"gabegeno13","gabegeno13",NA,"https://www.gabegenovesi.com/",2
"56","Fri Oct 15 23:31:53 +0000 2021","kenn saleğÿš¨ğÿš¨ğÿš¨ğÿš¨back back âœ…âœ… dm ğÿ“²â€¼ï¸ladiesampg ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿš¨ğÿ’™ğÿš¨ğÿ’›ğÿš¨ğÿ’›ğÿ’™ğÿš¨ ncat ncat ncat ncat ncat ghoe uncg uncg uâ€¦","ncat$u // IG: xo.jichaaa",19766,2302,1749,"just vibes âœ¨","hi, im cha chaa !","xojichaaa",4938,"Kenn_0724","Kenn_0724",NA,NA,3
"57","Fri Oct 15 23:23:51 +0000 2021","back tomorrow uncg invit ğÿ™œ phoenixris eumt","Official Twitter of @elonuniversity men's tennis. #phoenixrising",421,557,101,"Elon, N.C.","Elon Men's Tennis","ElonMTennis",2695,NA,NA,"https://elonphoenix.com/news/2021/10/15/mens-tennis-set-to-compete-at-uncg-invitational.aspx",NA,0
"58","Fri Oct 15 23:21:05 +0000 2021","cit uncg delancey ğÿ¤œğÿ¼","Official Twitter of The Citadel Volleyball | #BattleReady",115,808,66,"Charleston, SC","Citadel Volleyball","CitadelVB",2371,NA,NA,NA,NA,1
"59","Fri Oct 15 23:11:48 +0000 2021","cit uncg kill ruffin pull ahead","Official Twitter of The Citadel Volleyball | #BattleReady",115,808,66,"Charleston, SC","Citadel Volleyball","CitadelVB",2371,NA,NA,NA,NA,0
"60","Fri Oct 15 23:10:15 +0000 2021","cit uncg justic ace","Official Twitter of The Citadel Volleyball | #BattleReady",115,808,66,"Charleston, SC","Citadel Volleyball","CitadelVB",2371,NA,NA,NA,NA,1
"61","Fri Oct 15 23:07:46 +0000 2021","ncat uncg gas mobil","Sc:Supastarkee Instagram: Supastarkee",18861,4303,4557,"Out The Way","SUPA â“¥","SupaStarKee",59958,NA,NA,NA,NA,1
"62","Fri Oct 15 22:49:59 +0000 2021","hire expert handl due homework dm siue uncc sau ncsu uncg asutwitt jsu gsuâ€¦","GET QUALITY ACADEMIC HELP AT VERY AFFORDABLE RATES.
Paypal/CashApp/Venmo ACCEPTED.",24630,395,955,"Miami, FL","ACADEMIC PRODIGY(#Essaypay #Essayhelp #Assignment)","zeroplagiarism1",6784,NA,NA,"https://twitter.com/i/web/status/1449145558598291456",NA,0
"63","Fri Oct 15 22:48:28 +0000 2021","novaessayhelp avoid minut â° rush send assign dm txsu tamu uofm ut wtamu wmu fhu cmu ucf bcuâ€¦","Nova is your go-to gal for your  Essays, Online Classes,Quizzes, tests and all your assignments",24,93,721,"New Jersey, USA","Accredited Essay Nerd!","novaessayhelp",45,"novaessayhelp","novaessayhelp",NA,NA,1
"64","Fri Oct 15 22:43:49 +0000 2021","handl essay term paper research paper onlin classassign homework due urgent ğÿ’ quaâ€¦","I offer academic writing services such as assignments,essays,homework,urgent papers,paper due,research papers, etc. I'm devoted to what I do. DM for help",8127,413,3377,"","Gracie_essays/ Writer/ online tutor","gracie_writer",1001,NA,NA,"https://twitter.com/i/web/status/1449144004516491268",NA,0
"65","Fri Oct 15 22:42:09 +0000 2021","supastarke ncat uncg gas gas mobil dm","Sc:Supastarkee Instagram: Supastarkee",18861,4303,4557,"Out The Way","SUPA â“¥","SupaStarKee",59958,"SupaStarKee","SupaStarKee",NA,"https://www.familygottaeat.com/",1
"66","Fri Oct 15 22:41:40 +0000 2021","gabegeno uncgvb warm ahead tonightâ€™ dig pink match citadelvb spartan tie atop soconsport theâ€¦","",10391,39,66,"Westerville, OH","Carol","cgenovesi614",411,"gabegeno13","gabegeno13",NA,"https://www.gabegenovesi.com/",2
"67","Fri Oct 15 22:37:53 +0000 2021","uncg studi scienc stay activ","The Official page for WGHP-TV FOX8. High Point, Greensboro, Winston-Salem, Piedmont Triad, NC",5242,145178,404,"Greensboro/Winston-Salem NC","FOX8 WGHP","myfox8",219288,NA,NA,"https://trib.al/0y05qJQ",NA,0
"68","Fri Oct 15 22:34:21 +0000 2021","uncgvb warm ahead tonightâ€™ dig pink match citadelvb spartan tie atop soconsportsâ€¦","Seasonal Producer @LearfieldAudio | @HPUVB + @UNCGVB PBP | HS FB @radiogameday | Past: @WarehamGatemen PBP | ğŸ“ @ohiou | Husband to @paige_genovesi | Joshua 1:9",75714,1222,998,"High Point, NC","Gabe Genovesi","gabegeno13",5072,"UNCGVB",NA,"https://twitter.com/i/web/status/1449141622327943170",NA,2
"69","Fri Oct 15 22:32:58 +0000 2021","uncgvb back home tonight spartan citadel pm dig pink night hâ€¦","Studio Host @Learfield | 2x @ohiou grad",40140,1984,1385,"","Jake Hromada","JakeHromada",27799,"UNCGVB",NA,"https://twitter.com/i/web/status/1449141274477477895",NA,1
"70","Fri Oct 15 22:27:02 +0000 2021","legitwrit essay dissert math literatur physiolog hmu famu ncat gramfam aamu asutwitt pvamu nccu ssu asâ€¦","A professional academic writer #assignments#essays#onlineclasses#quizzes#tests
AMOSC: ashley_writer10
Ig: legit_writers10

EMAIL writera47@gmail.com",3302,274,3382,"California, USA","Ashley","legitwriters_10",8862,"legitwriters_10","legitwriters_10",NA,NA,1
"71","Fri Oct 15 22:24:34 +0000 2021","kenn saleğÿš¨ğÿš¨ğÿš¨ğÿš¨back back âœ…âœ… dm ğÿ“²â€¼ï¸ladiesampg ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿš¨ğÿ’™ğÿš¨ğÿ’›ğÿš¨ğÿ’›ğÿ’™ğÿš¨ ncat ncat ncat ncat ncat ghoe uncg uncg uâ€¦","ncat â€˜25ğŸ’™",1111,121,88,"Columbus, OH","Eboniâ£ï¸","brownskineb",153,"Kenn_0724","Kenn_0724",NA,NA,3
"72","Fri Oct 15 22:24:32 +0000 2021","legitwrit deliv time send prompt fvsu asu ssu uwg ncat pvamu tsu txsu uncg gsu famu aamu txst huâ€¦","A professional academic writer #assignments#essays#onlineclasses#quizzes#tests 
EMAIL: writera47@gmail.com
AMOSC: ashley_writer10
IG: legit_writers10",1440,172,2820,"California, USA","Ashley","legit_writers10",4804,"legit_writers10","legit_writers10",NA,NA,1
"73","Fri Oct 15 22:11:18 +0000 2021","kyndalivey thing uncg matter time day gonna swing ğÿ˜‚ğÿ˜‚ uncg","Ainâ€™t no pushing my buttons when all of my feelings is stuck on oh well. ğŸ‘ŠğŸ½ğŸ–¤#UNCG",19245,313,353,"","Poetic Sage","Silver_0400",20500,"kyndal_ivey","kyndal_ivey",NA,NA,8
"74","Fri Oct 15 22:00:13 +0000 2021","saleğÿš¨ğÿš¨ğÿš¨ğÿš¨back back âœ…âœ… dm ğÿ“²â€¼ï¸ladiesampg ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿ’›ğÿ’™ğÿš¨ğÿ’™ğÿš¨ğÿ’›ğÿš¨ğÿ’›ğÿ’™ğÿš¨ ncat ncat ncat ncat ncat ghoe uncgâ€¦","North Carolina A&TğŸ’™ğŸ’› I DO HAIR & Iâ€™m licensed ğŸ’‡ğŸ½â€â™€ï¸ GO TO MEDIAâ€¼ï¸",871,706,549,"","KennedyğŸ˜ŒğŸ’","Kenn_0724",613,NA,NA,"https://twitter.com/i/web/status/1449133035660656640",NA,3
"75","Fri Oct 15 21:59:53 +0000 2021","uncgvb tonight play fighter survivor affectedâ€¼ï¸ âš”ï¸ vsğÿ¶ ğÿ•– pm ğÿ“ fleme gym greensboroâ€¦","uncg volleyball â€˜24 | barstool athlete",38,24,61,"Virginia Beach, VA","Haven McPeek","havennmcpeekk",8,"UNCGVB","UNCGVB",NA,"http://www.uncgspartans.com/volleyball",2
"76","Fri Oct 15 21:58:10 +0000 2021","theerickwheel late macbook pro sale ncat uncg charger wall extens dm interest","Creative Director for @ncatfootball Capturing moments in the highest quality. | Published Photographer ğŸŒŸ | @stovetopvisuals ğŸ”¥ | NCAT Alumâ™¦ï¸",3473,1937,1677,"Nine Dime ","4KEâ„¢ï¸","TheErickWheeler",11411,"TheErickWheeler","TheErickWheeler",NA,"https://youtu.be/kOdwTnOWLFI",4
"77","Fri Oct 15 21:50:53 +0000 2021","uncgmenssocc biggi thrank spartan excit saturday road test belmont ğÿ“° httpsâ€¦","Proven Sales Leader, teacher, father",158,74,296,"North Carolina","John Chapman","jlchap007",569,"UNCGMensSoccer","UNCGMensSoccer","https://uncgspartans.com/news/2021/10/15/mens-soccer-its-a-biggie-16th-ranked-uncg-visits-belmont-in-socon-showdown.aspx","http://www.uncgspartans.com/sports/msoc/index",4
"78","Fri Oct 15 21:40:21 +0000 2021","itsrman","idk how Twitter works so plz be patient with me...",1404,44,145,"Clovis, CA","__Jonathan__â€¢_â€¢","Jonathan_UNCG",2277,"itsrman","itsrman",NA,"https://linktr.ee/rmandraws",4126
