"","tweet.datetime","text","user.description","total.favorites","total.followers","total.friends","user.location","user.name","screen.name","total.statuses","tweet.mentions","retweet.mentions","url","retweet.url","total.retweets"
"11",2021-12-08 15:29:47,"colbyghoop sfa basketbal teamthrilluaa cortez johnson tezzjohnson stock rise ad offer uncg sien","",1213,44,116,"","E  LionPaw Lamothe","LionpawE",288,"ColbyGHoops","ColbyGHoops",NA,"https://www.prephoops.com/author/colbygiacubeno/",2
"12",2021-12-08 15:24:28,"matthew bless receiv offer uncg coachksquar","ATHLETE     Co24 6   1  190lbs   Chamberlain HS   DE  LB cellphone   813 468 2798 ",55,31,197,"Tampa, FL","matthew stahl","n0limitmatt1",59,"Matthew66__","Matthew66__",NA,"http://www.hudl.com/v/2GRVnt",1
"13",2021-12-08 15:23:54,"graduat weekend move uncg ncat","IG  imanihope         UNCG   21   Sagittarius",55250,1850,1390,"North Carolina","Mani    ","imani_hope",80489,NA,NA,NA,NA,0
"14",2021-12-08 15:19:39,"work editor keith kaufman portland state anitarajucsd geh ucsd jeffmilroy","",490,836,327,"","David Lee","DavidLeeValor",3221,"Portland_State",NA,"https://twitter.com/i/web/status/1468601174215434241",NA,0
"15",2021-12-08 15:15:00,"european truffl absurd expens american afford treasur featur uncg alum rowan jaco","The MFA Writing Program at Greensboro is one of the oldest such programs in the country ",3456,1151,166,"Greensboro, NC","MFA Greensboro","mfagreensboro",9421,"UNCG",NA,"https://twitter.com/i/web/status/1468600001907544068",NA,0
"16",2021-12-08 15:13:44,"uncgarch foust park front administr build foust spring garden street circa","With over 25 departments and programs  The College of Arts and Sciences is the largest and most diverse college at  UNCG  Follow for updates ",1867,831,377,"Greensboro, NC, USA","UNCG College of Arts   Sciences","UNCG_CAS",4669,"UNCGArchives","UNCGArchives",NA,"http://library.uncg.edu/info/depts/scua/",3
"17",2021-12-08 15:06:10,"terrylkennedi writer read revisit anni dillard holi firm essay uncg alum heidi czerwiec assayjourn https","The MFA Writing Program at Greensboro is one of the oldest such programs in the country ",3456,1151,166,"Greensboro, NC","MFA Greensboro","mfagreensboro",9421,"terrylkennedy","terrylkennedy",NA,"http://terrylkennedy.com",3
"18",2021-12-08 15:05:35,"whatsapp fvsu asu ssu uwg ncat pvamu tsu txsu uncg gsu famu aamu","Get professional   academic help from our super experienced experts high quality   top notch Academic work WhatsApp  1 860 846 1789",44686,7880,3923,"Texas,USA","US Pro Academic Writers","usprowriters1",55015,NA,NA,NA,NA,0
"19",2021-12-08 15:05:23,"whatsapp fvsu asu ssu uwg ncat pvamu tsu txsu uncg gsu famu aamu","Get professional   academic help from our super experienced experts high quality   top notch Academic work WhatsApp  1 860 846 1789",44686,7880,3923,"Texas,USA","US Pro Academic Writers","usprowriters1",55015,NA,NA,NA,NA,0
"20",2021-12-08 15:02:15,"heard uncg open state art esport arena month hub locat","The Official Twitter page of UNCG s Office of Undergraduate Admissions   Come be a Spartan  Follow  uncg for all campus news ",5106,2302,866,"Greensboro, North Carolina","UNCG Admissions","UNCGAdmissions",8469,NA,NA,"https://twitter.com/i/web/status/1468596795228004355",NA,2
"21",2021-12-08 15:02:06,"year student particip focus group yfi success guid student pa","You have one first year at  UNCG  What will you do with yours  Questions regarding your first year  Text us   1 336 541 6939 https   t co KWriw1jsIj",3789,2271,526,"Greensboro, NC","UNCG Your First Year","UNCGyfy",5125,NA,NA,"https://twitter.com/i/web/status/1468596754572529666",NA,0
"22",2021-12-08 14:59:07,"handl fall class essay assign homework exam dm academicguru gmail whatsapp","Get professional   academic help from our super experienced experts high quality   top notch Academic work WhatsApp  1 860 846 1789",44686,7880,3923,"Texas,USA","US Pro Academic Writers","usprowriters1",55015,NA,NA,"https://twitter.com/i/web/status/1468596004073222150",NA,0
"23",2021-12-08 14:53:58,"write paper answer assign question page bulk deal page page ncat uncg"," ncat      Music Artist       CEO     Creative     Halloween Scary https   t co BSpTltzgnZ",5180,134,281,"","CyanidePretty","ZingFlower",2545,NA,NA,NA,NA,0
"24",2021-12-08 14:52:18,"hunnd great talk coach coachksquar bless receiv offer uncg joesaragusa coachj","Head Football Coach at Freedom High School  Orlando  FL  Proud husband and father to a wonderful family  NOLA born   WhoDat",86,180,199,"Orlando, FL","Joe Saragusa","JoeSaragusa",58,"43Hunnd0","43Hunnd0",NA,"http://www.hudl.com/v/2Fz4WR",3
"25",2021-12-08 14:40:19,"dr stephani pickett part research team receiv uncg regular intern research grant award","Official Twitter page of the UNCG School of Nursing",51,403,102,"Greensboro, NC","UNCGNursing","UNCGNursing",983,"UNCG",NA,"https://twitter.com/i/web/status/1468591276085809152",NA,0
"26",2021-12-08 14:36:54,"hunnd great talk coach coachksquar bless receiv offer uncg joesaragusa coachj","Class of 2022     Freedom High School almightytravious23 gmail com  6   1 310 DT RG C 3 2 GPA Highlights Link In bio  321 960 9142",1630,151,1261,"Orlando, FL","Travious Sept        ","TraviousSept",349,"43Hunnd0","43Hunnd0",NA,"http://www.hudl.com/v/2Fz4WR",3
"27",2021-12-08 14:30:55,"cofcwbb roadcoug big win road uncg","",9831,111,110,"","Jarrett","blossjarrett",711,"CofCWBB","CofCWBB",NA,"http://www.CofCSports.com",7
"28",2021-12-08 14:28:45,"terrylkennedi writer read revisit anni dillard holi firm essay uncg alum heidi czerwiec assayjourn https","Writer  ALL THE WILD HUNGERS  milkweed books   WATER AND WHAT WE KNOW  UMinn   Asst Prof  UTCEnglish   Editor  assayjournal   My skillet s name is Agnes ",15457,874,574,"","Karen Babine","karenbabine",12163,"terrylkennedy","terrylkennedy",NA,"http://terrylkennedy.com",3
"29",2021-12-08 14:23:54,"check awesom stori student athlet graduat full disclosur kati stettler","Organic Chemist  Department Head  Professor",4984,590,391,"Greensboro, NC","Mitch Croatt","MitchCroatt",998,NA,NA,"https://twitter.com/i/web/status/1468587142091739143",NA,0
"30",2021-12-08 14:10:01,"uncgmenssocc excit share unitedcoach region select congrat amaz trio letsgog theo","Husband to Gracie Ibarra   Assistant Soccer Coach at UNCG   SMU Soccer Alum",4799,636,1276,"Greensboro, NC","Jaime Ibarra","jaime_ibarra1",2666,"UNCGMensSoccer","UNCGMensSoccer",NA,"http://www.uncgspartans.com/sports/msoc/index",5
"31",2021-12-08 14:07:03,"chanttalk gribbitandripit program close play school georgia","Fifth Quarter Chanticleers  Your source for everything CCU  Affiliate of  fifthquarter    CFBHome Not Affiliated with CCU  ChantsUp      BallAtTheBeach    ",13577,1659,1135,"Conway, SC","Fifth Quarter CCU         ","FifthquarterCCU",5655,"ChantTalk",NA,"https://twitter.com/i/web/status/1468582902136979468",NA,0
"32",2021-12-08 14:05:48,"essay famu ncat gramfam aamu asutwitt pvamu nccu ssu asu asu asu gsu","GOD FIRST   PVALUMNA           RIP Grandma        Essay Plug and ONLINE CLASSES DM   HBCU  PVAMU  TXSU  GSU  FAMU  AAMU    BLACK IS KING     email brainlyessays gmail com",2419,869,4648,"Texas, USA","JackieJay       ","Jackiegetit",1711,NA,NA,"https://twitter.com/i/web/status/1468582585789988869",NA,0
"33",2021-12-08 14:02:01,"bless receiv offer uncg coachksquar","Chamberlain HS       CO   22   LG RG   335lbs 6 2  ",33,134,905,"","Matthew Serrano","Matthew66__",71,"CoachKSquare",NA,NA,NA,1
"34",2021-12-08 14:01:48,"terrylkennedi writer read revisit anni dillard holi firm essay uncg alum heidi czerwiec assayjourn https","Assay publishes the best critical  conversational  and pedagogical work on nonfiction across disciplines   Re Tweets by  karenbabine    creightonbrown ",4989,2779,575,"","Assay  A Journal of Nonfiction Studies","AssayJournal",6821,"terrylkennedy","terrylkennedy",NA,"http://terrylkennedy.com",3
"35",2021-12-08 14:01:31,"greensbororevi european truffl absurd expens american afford treasur featur greensbororeview","Poet   Freelance Journalist Undergrad student in English Creative Writing  UNCG  Writing Tutor at   gtcc",95411,776,3238,"Asheboro, NC","Victoria Cox","CoxVictoriaL",13353,"greensbororevie","greensbororevie",NA,"http://greensbororeview.org",4
"36",2021-12-08 14:00:03,"writer read revisit anni dillard holi firm essay uncg alum heidi czerwiec assayjourn","Director  mfagreensboro  Editor of  greensbororevie  Editor of  Storysouth  Author of New River Breakdown ",31276,3335,2421,"Greensboro, NC","Terry L  Kennedy","terrylkennedy",34939,"UNCG",NA,"https://twitter.com/i/web/status/1468581139136663553",NA,3
"37",2021-12-08 13:49:46,"colbyghoop sfa basketbal teamthrilluaa cortez johnson tezzjohnson stock rise ad offer uncg sien","The Source For MD High School Hoops    Member of  PrepHoops    NCAA Division I coaches are permitted to subscribe to this service for basketball ",6249,5481,920,"Maryland, USA","Prep Hoops Maryland","PrepHoopsMD",14501,"ColbyGHoops","ColbyGHoops",NA,"https://www.prephoops.com/author/colbygiacubeno/",2
"38",2021-12-08 13:42:32,"hunnd great talk coach coachksquar bless receiv offer uncg joesaragusa coachj","FHS7V7A BattleLines   Athletic Director      Chicago Sports Fanatic  XRP",3634,2740,1021,"Orlando, FL","Josh Palmer","CoachJoshPalmer",912,"43Hunnd0","43Hunnd0",NA,"http://www.hudl.com/v/2Fz4WR",3
"39",2021-12-08 13:38:33,"great talk coach coachksquar bless receiv offer uncg","class of 2022      freedom high school angeleonardo267 icloud com 6   5 310 RT 2 8 gpa high lights link in bio 215 397 1610",11,59,176,"Orlando, FL","Angel Leonardo","43Hunnd0",43,"CoachKSquare",NA,"https://twitter.com/i/web/status/1468575731349438466",NA,3
"40",2021-12-08 13:37:34,"uncgresearch dr juli edmund uncg serv center collabor recogn tonight winner johnson","The official account for UNC Greensboro  A  UNC System school  We create remarkable real world impact  every day  Find your way here   UNCGWay IG  UNCG",8086,34168,1603,"Greensboro, North Carolina","UNCG","UNCG",19237,"UNCGResearch","UNCGResearch",NA,"http://research.uncg.edu",2
"41",2021-12-08 13:33:32,"jackfostertv tough loss vol tonight ll matchup uncg usc upstat","Sports lover and follower of Christ",339807,434,2599,"Oak Ridge, TN","Will Durham","WillDurham3",61416,"jackfostertv","jackfostertv",NA,"https://www.si.com/college/tennessee/author/jack-foster",3
"42",2021-12-08 13:31:15,"sfa basketbal teamthrilluaa cortez johnson tezzjohnson stock rise ad offer uncg","Scout Recruiting Analyst   PrepHoops  PrepHoopsMD   Basketball Recruiting  Terrapins247  247Sports    dmvdimepod       ",3030,4841,690,"Baltimore, MD","Colby Giacubeno","ColbyGHoops",28455,"SFA_Basketball",NA,"https://twitter.com/i/web/status/1468573894479159302",NA,2
"43",2021-12-08 13:30:29,"greensbororevi european truffl absurd expens american afford treasur featur greensbororeview","Transpartisan site for truth telling journalism and North Carolina news   FreeAssange",1357,60,138,"","NC 4 Freedom of the Press","CarolinianThe",809,"greensbororevie","greensbororevie",NA,"http://greensbororeview.org",4
"44",2021-12-08 13:27:36,"state add element don ignor play road game gw uncg davidson","Covering  JMU men s   women s basketball and other sports for https   t co dfNFVDJYld  USBWA   FWAA member ",2557,2046,1040,"Virginia, USA","Shane Mettlen","Shane_DNRSports",13157,NA,NA,"https://twitter.com/i/web/status/1468572974231994372",NA,0
"45",2021-12-08 12:40:40,"daili almanac decemb unc greensboro","Providing real time weather data for UNC Greensboro and surrounding neighborhoods",1,243,1,"Greensboro, NC","UNC Greensboro WeatherSTEM","UNCGWxSTEM",15890,NA,NA,"https://guilford.weatherstem.com/uncg",NA,0
"46",2021-12-08 12:32:29,"lifestyl forecast unc greensboro","Providing real time weather data for UNC Greensboro and surrounding neighborhoods",1,243,1,"Greensboro, NC","UNC Greensboro WeatherSTEM","UNCGWxSTEM",15890,NA,NA,"https://guilford.weatherstem.com/uncg",NA,0
"47",2021-12-08 11:19:03,"baikairim bundl sale candl bracelet custom order accept local ll deliv","Reading  Conjure oils                                            ",646,561,1002,"Greensboro, NC","S A G I T E R R O R I S T     ","BaikairiM",572,"BaikairiM","BaikairiM",NA,"https://bmcintosh618.wixsite.com/b_earthly",2
"48",2021-12-08 11:15:26,"kyndal lee spring garden station apart walk distanc uncg ncat uncg readi decemb https","Dare to be different   NCAT21   not speaker phone material         ",59803,2004,1955,"Tre fo 📍","Kyn                  ","Kyndal_Lee",49183,"Kyndal_Lee","Kyndal_Lee",NA,NA,1
"49",2021-12-08 09:04:35,"shelter class safeti stay safe domest vi","Director of the  UNCGCYFCP  Working to end  domesticviolence   promote happy  healthy  safe relationships  Also connect  HRI UNCG  https   t co jbQpAaOhiD",397,374,415,"Greensboro, NC","Christine Murray","cemurray_uncg",3227,NA,NA,"https://twitter.com/i/web/status/1468506784138764289",NA,0
"50",2021-12-08 08:34:21,"uncgmenssocc unitedcoach soconsport coachchrisrich uncg","",55,1,6,"","Djecol","Djecol63",14,"UNCGMensSoccer",NA,NA,NA,0
"51",2021-12-08 06:11:58,"uncgsoftbal soconsport ncaasoftbal uncg","",0,0,18,"","Amari","Amari41725533",122,"UNCGSoftball",NA,NA,NA,0
"52",2021-12-08 06:11:44,"uncgwbb uncg","",0,0,18,"","Amari","Amari41725533",122,"uncgwbb",NA,NA,NA,0
"53",2021-12-08 05:27:24,"graduat move friday dayparti blind tiger friday night trust gso saturday night nv","21   I PRINT SHIRTS  EMAIL ME OR DM   thealluniqueprinting on IG  NCAT  Entrepreneurship  Marketing Sales  Esthetician   Certified Lash Tech    ccthecollectionn",36224,2033,489,"Orders & Quotes EMAIL OR TEXT","BIG TRAP             ","thetraprincess",61295,"blind",NA,"https://twitter.com/i/web/status/1468452127035080707",NA,0
"54",2021-12-08 05:16:18,"good decemb graduat congrat special shout uncg ncat msutexa graduat","NCAT   UNCG Alumnus  Student Affairs Pro  70s R B Connoisseur  Lifelong Learner  North Carolina Native  Encourager  Educator  Husband  Sigma         ",35828,357,987,"Texas, USA","Jefferson Clemmons  MS","JeffersonClemm1",12088,NA,NA,NA,NA,0
"55",2021-12-08 04:53:58,"fanaticdeac true classmat deacon spartan valu uncg","A socially distancing  retired health dean emerita who has loved the job   worked at 5 universities   private sector as an SLP  quilter  kayaker  Vaccinated ",17677,955,2837,"North Carolina, USA","Celia R Hooper","HigherEdDean",6635,"FanaticDeac",NA,NA,NA,0
"56",2021-12-08 04:47:19,"day parti vibe section tap ncat ncat ncat uncg uncg","21   I PRINT SHIRTS  EMAIL ME OR DM   thealluniqueprinting on IG  NCAT  Entrepreneurship  Marketing Sales  Esthetician   Certified Lash Tech    ccthecollectionn",36224,2033,489,"Orders & Quotes EMAIL OR TEXT","BIG TRAP             ","thetraprincess",61295,NA,NA,NA,NA,0
"57",2021-12-08 04:32:47,"saturday greensboro area greensboro uncg ncat smallbusinesssaturday","CEO of  DeesDefense on insta     Leo         UNCG        ",37478,974,870,"","De Asia    ","DeTalton",17016,NA,NA,NA,NA,0
"58",2021-12-08 04:18:18,"uncgvb surpris congrat kaybaewhit earn avca southeast region honor mention honor acco","",1613,384,354,"","Ember Canty","EmberCanty",191,"UNCGVB","UNCGVB",NA,"http://www.uncgspartans.com/volleyball",11
"59",2021-12-08 04:18:16,"rbouknight night cofcsport basketbal program roadwarrior cofcbasketbal pt road win tulan cofcwbb","Associate HC College of Charleston",6654,1168,527,"USA","Randy Schneider","coachschneider5",3203,"RBouknight12","RBouknight12",NA,NA,3
"60",2021-12-08 04:03:10,"rbouknight night cofcsport basketbal program roadwarrior cofcbasketbal pt road win tulan cofcwbb","CofC Director of Student Athlete Academic Services   Maizey   s Mom   Ohio University Alum   Go Cougs ",622,82,218,"","Lizzy Lesley","EMLesley1",129,"RBouknight12","RBouknight12",NA,NA,3
"61",2021-12-08 04:02:12,"cofcwbb recap cougar claim fourth straight road victori win uncg thecolleg","Believer in Christ  Mom to 2  Lolli to 1  Sr  Executive Director  Atria Senior Living  Supporting  CofCWBB and my  1 girl  graceabercromb4",9870,252,457,"New Summerfield, TX","LaTisha Cartwright","LaTishaCart520",2496,"CofCWBB","CofCWBB","https://cofcsports.com/news/2021/12/7/womens-basketball-cougars-claim-fourth-straight-road-victory-in-75-68-win-at-uncg.aspx","http://www.CofCSports.com",6
"62",2021-12-08 03:54:16,"sebutheworld love imag","idk how Twitter works so plz be patient with me   ",1472,42,146,"Clovis, CA","  Jonathan         ","Jonathan_UNCG",2428,"SEBUTHEWORLD","SEBUTHEWORLD",NA,"http://sebutheworld.carrd.co",11403
"63",2021-12-08 03:52:38,"ncat uncg gas gas mobil dm","Sc Supastarkee IG  Supastarkee1",21226,4603,1878,"Out The Way","SUPA","SupaStarKee",60444,NA,NA,NA,NA,0
"64",2021-12-08 03:52:33,"rbouknight night cofcsport basketbal program roadwarrior cofcbasketbal pt road win tulan cofcwbb","Assistant Director of Events and Operations  CofCSports  TheCollege From Buffalo NY  Brockport Alumni  Billsmafia it s our year",1279,100,146,"Charleston, SC","NateDawgsPlace","place_nate",128,"RBouknight12","RBouknight12",NA,NA,3
"65",2021-12-08 03:52:00,"uncgvb surpris congrat kaybaewhit earn avca southeast region honor mention honor acco","Blessed child of God  Husband  Father  CoSIDA Past President  Lincoln Hall of Famer  WNBA lover  UNCG Associate AD  Member of Women Leaders   NABJ ",65346,4466,4958,"The map","Rob from Chester  Pa","knoxrob1",94735,"UNCGVB","UNCGVB",NA,"http://www.uncgspartans.com/volleyball",11
"66",2021-12-08 03:50:35,"cofcwbb recap cougar claim fourth straight road victori win uncg thecolleg","",2407,47,83,"","Toni","Tannharmony",1099,"CofCWBB","CofCWBB","https://cofcsports.com/news/2021/12/7/womens-basketball-cougars-claim-fourth-straight-road-victory-in-75-68-win-at-uncg.aspx","http://www.CofCSports.com",6
"67",2021-12-08 03:47:37,"umasshoop point allow season yale season high weber state high regul","Celtics 17 Banners Red Sox 9 Championships Bruins 6 Cups Patriots 6 Rings UMass Basketball Hockey And Football   NewMass   Nick Decker follows      A10      Fan        ",84089,1134,1142,"Fenway Mullins TD Garden","Boston        UMass        Sports      JC      OF BOS","BostonSportsNe2",55618,"UMassHoops_com","UMassHoops_com",NA,"http://umasshoops.com",1
"68",2021-12-08 03:44:13,"thatkiddylann yk subleas lmk bath townhom st floor uncg ncat wssu","Desmond     NCAT IG  ta shyraa  Meilani   s mommy    ",11319,877,778,"Greensboro, NC","Tashyra","tashyra0",20227,"thatkiddylann","thatkiddylann",NA,NA,5
"69",2021-12-08 03:39:42,"cofcwbb roadcoug big win road uncg","",46730,109,978,"","jojo","jmc_read",6309,"CofCWBB","CofCWBB",NA,"http://www.CofCSports.com",7
"70",2021-12-08 03:34:51,"cofcwbb recap cougar claim fourth straight road victori win uncg thecolleg","GA   College of Charleston WBB     Ig   latrice perkins     Rip auntie 5 5 20     ",4533,1049,923,"gym ","Latrice Perkins","LatricePerkins_",6439,"CofCWBB","CofCWBB","https://cofcsports.com/news/2021/12/7/womens-basketball-cougars-claim-fourth-straight-road-victory-in-75-68-win-at-uncg.aspx","http://www.CofCSports.com",6
"71",2021-12-08 03:24:54,"jackfostertv tough loss vol tonight ll matchup uncg usc upstat","Your go to source for news  articles  and highlights on Tennessee Football  Basketball  and Recruiting on  SInow Network",4409,14273,1011,"Tennessee, USA","Volunteer Country on SI","VR2onSI",16157,"jackfostertv","jackfostertv",NA,"https://www.si.com/college/tennessee/author/jack-foster",3
"72",2021-12-08 03:24:45,"tough loss vol tonight ll matchup uncg usc upstat","Writer Pod host  VR2onSI  Producer Anchor  VolNewsTVC   wutksports personality   utkspj VP  UTK  24  Brother Friend Son  Fantasy Football nerd and proud                ",6051,527,665,"Knoxville, TN","Jack Foster","jackfostertv",2907,NA,NA,"https://twitter.com/i/web/status/1468421261747499008",NA,3
"73",2021-12-08 03:20:06,"recap tonight tough battl home colleg charleston univ","The official twitter account of UNCG Women   s Basketball Follow us on IG  uncgwbb",1750,5881,549,"Greensboro, NC","UNCG WBB","uncgwbb",5983,NA,NA,"https://go.uncg.edu/r3s14p",NA,0
"74",2021-12-08 03:12:31,"night cofcsport basketbal program roadwarrior cofcbasketbal pt road win tulan","10    Clemson             18    Masters       18    Sport Mgt Institute  SMI         husband to  kaybouknight   Assistant AD   Game Ops Facilities Multimedia Creat Video   CofC",16015,410,1254,"Charleston, SC","Richard Bouknight","RBouknight12",3861,"CofCSports",NA,"https://twitter.com/i/web/status/1468418185602994176",NA,3
"75",2021-12-08 03:00:36,"cofcwbb recap cougar claim fourth straight road victori win uncg thecolleg","Assistant Women   s Basketball Coach at College of Charleston     ",26261,2076,2442,"Houston TX to South Carolina","Yannick Denson","_coachyak",6749,"CofCWBB","CofCWBB","https://cofcsports.com/news/2021/12/7/womens-basketball-cougars-claim-fourth-straight-road-victory-in-75-68-win-at-uncg.aspx","http://www.CofCSports.com",6
"76",2021-12-08 02:59:02,"cofcwbb recap cougar claim fourth straight road victori win uncg thecolleg"," Do not go where the path may lead  go instead where there is no path and leave a trail           Assistant Coach at The College of Charleston     ",685,221,145,"Charleston, SC","Carlie","CarlieHeineman",456,"CofCWBB","CofCWBB","https://cofcsports.com/news/2021/12/7/womens-basketball-cougars-claim-fourth-straight-road-victory-in-75-68-win-at-uncg.aspx","http://www.CofCSports.com",6
"77",2021-12-08 02:54:48,"point allow season yale season high weber state high regul","http   t co riLANQwMOI is a fan site for the UMass Minutemen basketball team  including the  1 message board for all UM sports   Join us in supporting the team ",5340,2615,235,"","UMassHoops com","UMassHoops_com",22307,NA,NA,"https://twitter.com/i/web/status/1468413725707313154",NA,1
"78",2021-12-08 02:45:14,"kick back tonight byow boyb ncat uncg ncat","NCAT Michigan YRB CEO ",12385,426,315,"M.I.A ✈️","listenkari        ","4ShoWaveyGang",3828,NA,NA,NA,NA,0
"79",2021-12-08 02:45:02,"imma ya secret uncg gonna thompson bore arena noon saturday bitch slap vol","Soccer Basketball Coach  Kickboxing BJJ enthusiast  I love gaming  especially JRPGs  I am very passionate about mental health ",64,690,142,"Raccoon City, Flat Earth ","JM    ","VorpalJ",4576,NA,NA,NA,NA,0
"80",2021-12-08 02:45:00,"liliburr depend school ma comm uncg chang time afford","UNCG    2020          Alumnus I pretend to know what I   m doing   I make music sometimes  link below  ",40151,418,978,"Greensboro, NC","Josh Ridley","FKAKirby",4723,"liliburr",NA,NA,NA,0
"81",2021-12-08 02:42:43,"cofcwbb recap cougar claim fourth straight road victori win uncg thecolleg","Associate HC College of Charleston",6654,1168,527,"USA","Randy Schneider","coachschneider5",3203,"CofCWBB","CofCWBB","https://cofcsports.com/news/2021/12/7/womens-basketball-cougars-claim-fourth-straight-road-victory-in-75-68-win-at-uncg.aspx","http://www.CofCSports.com",6
"82",2021-12-08 02:42:34,"excel result kind dm fall class assign discount pvamu","We offer quality academic writing services at affordable rates  Dm for assistance  essaywriters02  WhatsApp  1  425  905 2251  essaywriters2009 gmail com",2832,96,3417,"New York, USA","Essay Millers","essaywriters02",5108,NA,NA,"https://twitter.com/i/web/status/1468410646433775621",NA,0
"83",2021-12-08 02:40:00,"recap cougar claim fourth straight road victori win uncg thecolleg","Official Twitter Account of College of Charleston Women s Basketball  Led by  Rhrharmony  IG   CofCWBB   TheCollege         ",1679,4184,1197,"Charleston, SC","CofC Women s Basketball","CofCWBB",11171,NA,NA,"https://cofcsports.com/news/2021/12/7/womens-basketball-cougars-claim-fourth-straight-road-victory-in-75-68-win-at-uncg.aspx",NA,6
"84",2021-12-08 02:38:23,"knoxvill ll saturday play uncg run gym","That can t eat  can t sleep  reach for the stars  over the fence  world series  kind of love  Gotta love that feeling  Be Passionate  ",9057,304,1522,"Knoxville, TN","Josh Brock","Jbrocky2",6106,"Knoxville883",NA,NA,NA,0
"85",2021-12-08 02:32:35,"dnr sport caa hoop score men jame madison virginia northeastern massachusett dominion william","I retweet almost everything with 69   managed by  trappermedia   Owned by  DennisS SH",493,2915,3,"","NiceBot","69NiceBot69",1163601,"DNR_Sports","DNR_Sports",NA,"http://www.dnronline.com",1
"86",2021-12-08 02:28:04,"cofcwbb uncg lead game back big bucket eadi annecchiarico coug lead wit","Associate HC College of Charleston",6654,1168,527,"USA","Randy Schneider","coachschneider5",3203,"CofCWBB","CofCWBB",NA,"http://www.CofCSports.com",2
"87",2021-12-08 02:27:46,"cofcwbb uncg turnov point","Associate HC College of Charleston",6654,1168,527,"USA","Randy Schneider","coachschneider5",3203,"CofCWBB","CofCWBB",NA,"http://www.CofCSports.com",1
"88",2021-12-08 02:27:39,"cofcwbb jenna annecchiarico knock clutch tripl corner give point lead second left cofc","Associate HC College of Charleston",6654,1168,527,"USA","Randy Schneider","coachschneider5",3203,"CofCWBB","CofCWBB",NA,"http://www.CofCSports.com",2
"89",2021-12-08 02:27:25,"cofcwbb roadcoug big win road uncg","Associate HC College of Charleston",6654,1168,527,"USA","Randy Schneider","coachschneider5",3203,"CofCWBB","CofCWBB",NA,"http://www.CofCSports.com",7
